raw_row_number,date,time,location,lat,lng,sector,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,outcome,vehicle_registration_state,raw_race
3149,2016-05-13,00:34:00,"1101 W 9TH ST, OWENSBORO, KY, 42301",37.766892,-87.1229534,ALPHA,38,black,male,4a0af94647,pedestrian,"DISORDERLY CONDUCT, 2ND DEGREE; FLEEING OR EVADING POLICE, 2ND DEGREE (ON FOOT); RESISTING ARREST",TRUE,TRUE,arrest,KY,BLACK
3150,2016-05-13,00:34:00,"1101 W 9TH ST, OWENSBORO, KY, 42303",37.7669011,-87.1223377,ALPHA,25,black,male,4a0af94647,pedestrian,PUBLIC INTOXICATION-CONTROLL SUB(EXCLUDES ALCOHOL); TRAF IN MARIJUA ( LESS THAN 8 OZ.) 1ST OFF; DRUG PARAPHERLIA - BUY/POSSESS,TRUE,TRUE,arrest,KY,BLACK
3151,2016-06-20,02:08:00,"W PARRISH AVE AND MCFARLAND, UTICA, KY, 42376",37.7574336,-87.1467003,CHARLIE,18,white,male,4a0af94647,vehicular,"IDEQUATE SILENCER (MUFFLER); FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
3152,2016-05-03,09:01:00,"700 WING AVE, OWENSBORO, KY, 42301",37.7726459,-87.094007,BRAVO,31,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3153,2016-05-03,09:15:00,"700 WING AVE, OWENSBORO, KY, 42301",37.7714385,-87.0928404,BRAVO,48,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3154,2016-05-03,10:29:00,"E 18TH ST/BRECKENRIDGE, REYNOLDS STATION, KY, 42368",37.7590743,-87.0979048,DELTA,63,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3155,2016-05-03,12:44:00,"E 4TH ST/JR MILLER, MORGANTOWN, KY, 42261",37.7727999,-87.1087007,BRAVO,65,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3156,2016-05-03,12:55:00,"E 4TH ST/JR MILLER, OWENSBORO, KY, 42301",37.7727948,-87.1087012,BRAVO,38,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3157,2016-05-03,13:46:00,"E 4TH ST/JRMILLER, PHILPOT, KY, 42366",37.7728,-87.1087004,BRAVO,37,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,IN,WHITE
3158,2016-05-18,10:35:00,"E 18TH ST/BRECKENRIDGE, OWENSBORO, KY, 42301",37.7590726,-87.0979077,DELTA,60,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3159,2016-05-18,11:02:00,"BRECKENRIDGE ST/18TH, OWENSBORO, KY, 42301",37.7590722,-87.0979086,DELTA,57,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3160,2016-05-18,11:12:00,"E 18TH ST/HALL, OWENSBORO, KY, 42303",37.7591457,-87.0966331,DELTA,37,white,female,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3161,2016-05-18,11:32:00,"BRECKENRIDGE ST/18TH, OWENSBORO, KY, 42303",37.7590727,-87.097906,DELTA,40,white,female,0b087b613e,vehicular,"FAILURE TO WEAR SEAT BELTS; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
3162,2016-05-18,12:11:00,"BRECKENRIDGE ST/18TH, LIVERMORE, KY, 42352",37.7590733,-87.0979051,DELTA,30,white,male,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3163,2016-05-18,12:22:00,"BRECKENRIDGE ST/18TH, OWENSBORO, KY, 42303",37.7590717,-87.0979034,DELTA,31,white,female,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3164,2016-05-18,12:34:00,"BRECKENRIDGE ST/18TH, OWENSBORO, KY, 42303",37.7590754,-87.097909,DELTA,20,white,female,0b087b613e,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3165,2016-05-24,13:58:00,"CAVALCADE DR, OWENSBORO, KY, 42303",37.748573,-87.1450439,CHARLIE,19,white,female,0b087b613e,vehicular,SPEEDING 14 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3166,2016-05-31,15:36:00,"2200 W PARRISH AVE, OWENSBORO, KY, 42303",37.7587348,-87.1364194,CHARLIE,30,white,male,0b087b613e,vehicular,SPEEDING 11 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3167,2016-05-31,15:56:00,"2200 W PARRISH AVE, OWENSBORO, KY, 42303",37.7587034,-87.1367027,CHARLIE,53,white,female,0b087b613e,vehicular,SPEEDING 11 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3168,2016-05-31,16:15:00,"2200 W PARRISH AVE, OWENSBORO, KY, 42301",37.7584778,-87.1389072,CHARLIE,32,white,male,0b087b613e,vehicular,SPEEDING 15 MPH OVER LIMIT; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
3169,2016-05-31,16:27:00,"2200 W PARRISH AVE, UTICA, KY, 42376",37.7588054,-87.1357495,CHARLIE,18,white,male,0b087b613e,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3170,2016-05-31,16:54:00,"2200 W PARRISH AVE, OWENSBORO, KY, 42303",37.7586357,-87.1373521,CHARLIE,20,white,female,0b087b613e,vehicular,SPEEDING 12 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3171,2016-05-31,17:15:00,"2200 W PARRISH AVE, OWENSBORO, KY, 42301",37.7585381,-87.1382958,CHARLIE,55,white,male,0b087b613e,vehicular,SPEEDING 11 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3172,2016-05-31,17:30:00,"2200 W PARRISH AVE, MACEO, KY, 42355",37.7585365,-87.138325,CHARLIE,49,white,male,0b087b613e,vehicular,SPEEDING 14 MPH OVER LIMIT,FALSE,TRUE,citation,IN,WHITE
3173,2016-05-31,17:50:00,"2200 W PARRISH AVE, OWENSBORO, KY, 42301",37.7585106,-87.1385477,CHARLIE,51,white,female,0b087b613e,vehicular,SPEEDING 14 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3174,2016-05-31,18:02:00,"2200 W PARRISH AVE, OWENSBORO, KY, 42303",37.7585529,-87.1381821,CHARLIE,31,white,female,0b087b613e,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3175,2016-05-31,18:16:00,"2200 W PARRISH AVE, DALE, IN, 47523",37.7582799,-87.1407517,CHARLIE,36,white,male,0b087b613e,vehicular,SPEEDING 11 MPH OVER LIMIT,FALSE,TRUE,citation,IN,WHITE
3176,2016-06-01,11:50:00,"TRIPLETT ST/PARRISH, OWENSBORO, KY, 42303",37.765056,-87.1033848,BRAVO,45,white,male,0b087b613e,vehicular,FAIL TO YIELD RIGHT OF WAY TO FUNERAL PROCCESSION,FALSE,TRUE,citation,KY,WHITE
3177,2016-05-09,14:46:00,"100 E 9TH ST, OWENSBORO, KY, 42303",37.7675162,-87.109936,BRAVO,39,white,female,9da482097d,vehicular,PASS/LOADING/UNLOADING/SCHOOL/CHURCH BUS 1ST OFFEN; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
3178,2016-05-10,16:18:00,"1700 W 2ND ST, OWENSBORO, KY, 42303",37.7737454,-87.1317029,ALPHA,27,white,female,9da482097d,vehicular,SPEEDING 25 MPH OVER LIMIT,FALSE,TRUE,citation,TN,WHITE
3179,2016-05-05,16:58:00,"W 9TH ST & FREDERICA ST, OWENSBORO, KY, 42301",37.7674208,-87.1125102,BRAVO,36,white,male,25b5b77fe8,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3180,2016-05-17,15:38:00,"1400 W 4TH ST, OWENSBORO, KY, 42301",37.7709622,-87.140605,ALPHA,33,white,male,74b7661e1a,vehicular,BOOSTER SEAT VIOLATIONS; FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3181,2016-05-17,22:58:00,"100 W 14TH ST, OWENSBORO, KY, 42303",37.7628952,-87.1121731,DELTA,20,white,male,74b7661e1a,vehicular,INSTRUCTIOL PERMIT VIOLATIONS; NO TAIL LAMPS,FALSE,TRUE,citation,KY,WHITE
3182,2016-05-09,15:48:00,"E BYERS AVE & VEACH ROAD, OWENSBORO, KY, 42301",37.7392817,-87.1039356,FOX,34,black,male,fea9ce3b69,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,BLACK
3183,2016-06-13,15:49:00,"512 LOCUST ST, OWENSBORO, KY, 42301",37.7673537,-87.1144724,BRAVO,27,white,male,fea9ce3b69,vehicular,"CARELESS DRIVING; NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
3184,2016-06-28,19:14:00,"E 20TH ST & DAVIESS ST, OWENSBORO, KY, 42303",37.756624,-87.1085198,DELTA,25,white,male,fea9ce3b69,vehicular,"FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; LICENSE TO BE IN POSSESSION",FALSE,TRUE,citation,KY,WHITE
3185,2016-06-30,16:09:00,"2600 FREDERICA ST, OWENSBORO, KY, 42303",37.7486942,-87.1128458,DELTA,46,white,male,fea9ce3b69,vehicular,NO REGISTRATION PLATES; OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3186,2016-07-12,22:39:00,"FREDERICA ST & W. PARRISH, OWENSBORO, KY, 42303",37.7640976,-87.1125406,BRAVO,33,white,female,fea9ce3b69,vehicular,RECKLESS DRIVING; NO REGISTRATION PLATES; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
3187,2016-07-16,17:38:00,"W PARRISH AVE & BENTON AVE, OWENSBORO, KY, 42301",37.7587279,-87.1373911,CHARLIE,52,white,male,fea9ce3b69,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3188,2016-05-11,17:35:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7399196,-87.095926,FOX,36,white,male,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3189,2016-05-11,17:52:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7400816,-87.095799,FOX,17,white,female,db35a291c6,vehicular,SPEEDING 13 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3190,2016-05-11,18:05:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7405151,-87.095524,FOX,49,white,male,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3191,2016-05-12,14:36:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7403743,-87.0955515,FOX,37,white,male,db35a291c6,vehicular,SPEEDING 11 MPH OVER LIMIT; OBSTRUCTED VISION AND/OR WINDSHIELD; FAILURE TO PRODUCE INSURANCE CARD; NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
3192,2016-05-12,15:13:00,"BURLEW BLVD, OWENSBORO, KY, 42301",37.7401286,-87.0957258,FOX,22,black,female,db35a291c6,vehicular,SPEEDING 16 MPH OVER LIMIT,FALSE,TRUE,citation,KY,BLACK
3193,2016-05-12,15:28:00,"3000 BLOCK BURLEW BLVD, PHILPOT, KY, 42366",37.7403841,-87.0956678,FOX,17,white,male,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3194,2016-05-12,15:42:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7398626,-87.0959111,FOX,55,white,female,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT; LICENSE TO BE IN POSSESSION,FALSE,TRUE,citation,KY,WHITE
3195,2016-05-12,16:17:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7401876,-87.0956497,FOX,20,white,male,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3196,2016-05-12,16:35:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7400384,-87.0958651,FOX,32,white,female,db35a291c6,vehicular,SPEEDING 13 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3197,2016-05-12,16:47:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7402212,-87.0956456,FOX,49,white,female,db35a291c6,vehicular,SPEEDING 09 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3198,2016-05-12,17:02:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7398664,-87.0958873,FOX,27,white,female,db35a291c6,vehicular,SPEEDING 12 MPH OVER LIMIT; FAILURE TO OR IMPROPER SIGL,FALSE,TRUE,citation,KY,WHITE
3199,2016-05-12,17:16:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7402419,-87.0956192,FOX,24,white,female,db35a291c6,vehicular,SPEEDING 09 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3200,2016-05-12,17:44:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7401614,-87.095745,FOX,26,white,female,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3201,2016-05-12,17:58:00,"3000 BLOCK BURLEW BLVD, WHITESVILLE, KY, 42378",37.740066,-87.0955885,FOX,37,white,male,db35a291c6,vehicular,SPEEDING 16 MPH OVER LIMIT; NO REGISTRATION RECEIPT; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3202,2016-05-13,09:55:00,"4600 BLOCK FREDERICA ST, PHILPOT, KY, 42366",37.7244688,-87.1236549,ECHO,21,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD; NO REGISTRATION RECEIPT,FALSE,TRUE,citation,KY,WHITE
3203,2016-05-13,10:32:00,"4600 BLOCK FREDERICA ST, HAWESVILLE, KY, 42348",37.7243749,-87.1237494,ECHO,31,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS; OPERATING ON SUS OR REV OPER LICENSE; DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LI,FALSE,TRUE,citation,KY,WHITE
3204,2016-05-14,07:36:00,"4000 BLOCK FREDERICA ST, OWENSBORO, KY, 42303",37.7319865,-87.1213403,ECHO,23,white,male,db35a291c6,vehicular,SPEEDING 26 MPH OR > SPEED LIMIT,FALSE,TRUE,citation,KY,WHITE
3205,2016-05-19,09:16:00,"FREDERICA ST, OWENSBORO, KY, 42303",37.72473,-87.1236189,ECHO,45,white,female,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3206,2016-05-23,08:31:00,"4600 BLOCK FREDERICA ST, OWENSBORO, KY, 42301",37.7245639,-87.1237233,ECHO,37,white,female,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3207,2016-05-23,09:38:00,"600 BLOCK W BYERS AVE, OWENSBORO, KY, 42303",37.7413476,-87.112721,FOX,18,white,male,db35a291c6,vehicular,SPEEDING 13 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3208,2016-05-31,09:25:00,"4600 BLOCK FREDERICA ST, CHURCH HILL, TN, 37642",37.7246403,-87.1237391,ECHO,51,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,SC,WHITE
3209,2016-05-31,09:41:00,"4600 BLOCK FREDERICA ST, OWENSBORO, KY, 42301",37.7247476,-87.1236107,ECHO,66,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3210,2016-05-31,10:01:00,"4600 BLOCK FREDERICA ST, GREENVILLE, KY, 42352",37.7246825,-87.1237228,ECHO,28,white,female,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD; FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS,FALSE,TRUE,citation,KY,WHITE
3211,2016-06-01,08:40:00,"4500 BLOCK FREDERICA ST, CLOVERPORT, KY, 40111",37.7246111,-87.1237479,ECHO,43,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3212,2016-06-01,09:45:00,"4500 BLOCK FREDERICA ST, MACEO, KY, 42355",37.7245562,-87.1236395,ECHO,76,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3213,2016-06-06,12:05:00,"FREDERICA ST, ROCKY HILL, KY, 42163",37.7246878,-87.1237111,ECHO,29,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3214,2016-06-07,09:19:00,"4500 BLOCK FREDERICA ST, BOWLING GREEN, KY, 42104",37.7244203,-87.1238121,ECHO,36,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3215,2016-06-07,09:39:00,"4500 BLOCK FREDERICA ST, OWENSBORO, KY, 42301",37.724517,-87.1236409,ECHO,40,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3216,2016-06-07,09:55:00,"4500 BLOCK FREDERICA ST, OWENSBORO, KY, 42301",37.7247871,-87.1236138,ECHO,33,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS; OBSTRUCTED VISION AND/OR WINDSHIELD,FALSE,TRUE,citation,KY,WHITE
3217,2016-06-08,08:34:00,"4500 BLOCK FREDERICA ST, OWENSBORO, KY, 42303",37.7248295,-87.1237862,ECHO,69,white,male,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3218,2016-06-08,15:14:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7401115,-87.0957287,FOX,64,white,female,db35a291c6,vehicular,SPEEDING 11 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3219,2016-06-08,15:25:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7402289,-87.095773,FOX,54,white,female,db35a291c6,vehicular,SPEEDING 11 MPH OVER LIMIT; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
3220,2016-06-08,15:36:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7401136,-87.0957853,FOX,41,white,male,db35a291c6,vehicular,SPEEDING 11 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3221,2016-06-08,15:53:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7401877,-87.0958674,FOX,64,black,male,db35a291c6,vehicular,SPEEDING 13 MPH OVER LIMIT; FAILURE TO OR IMPROPER SIGL; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
3222,2016-06-08,16:09:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7403351,-87.0956979,FOX,35,white,male,db35a291c6,vehicular,SPEEDING 16 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3223,2016-06-08,16:17:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7401247,-87.0957931,FOX,26,white,female,db35a291c6,vehicular,SPEEDING 11 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3224,2016-06-08,16:33:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7403121,-87.0956753,FOX,17,white,female,db35a291c6,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3225,2016-06-08,16:44:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7400628,-87.0958087,FOX,51,white,male,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3226,2016-06-08,16:57:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7400038,-87.095786,FOX,20,white,male,db35a291c6,vehicular,SPEEDING 12 MPH OVER LIMIT; NO REGISTRATION RECEIPT,FALSE,TRUE,citation,KY,WHITE
3227,2016-06-08,17:13:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7402571,-87.0957347,FOX,50,white,female,db35a291c6,vehicular,SPEEDING 15 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3228,2016-06-08,17:26:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.740154,-87.0957266,FOX,66,white,female,db35a291c6,vehicular,SPEEDING 12 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3229,2016-06-08,17:41:00,"1000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7402992,-87.0956688,FOX,58,white,male,db35a291c6,vehicular,SPEEDING 14 MPH OVER LIMIT; FAILURE TO OR IMPROPER SIGL,FALSE,TRUE,citation,KY,WHITE
3230,2016-06-08,17:50:00,"3000 BLOCK BURLEW BLVD, UTICA, KY, 42376",37.7402082,-87.0956048,FOX,40,white,female,db35a291c6,vehicular,SPEEDING 12 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3231,2016-06-08,18:00:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7403397,-87.0956917,FOX,21,white,male,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3232,2016-06-08,18:26:00,"3000 BLOCK BURLEW BLVD, WHITESVILLE, KY, 42378",37.7402128,-87.0957579,FOX,42,white,female,db35a291c6,vehicular,SPEEDING 11 MPH OVER LIMIT; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
3233,2016-06-08,19:02:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42301",37.7400139,-87.0958159,FOX,55,white,female,db35a291c6,vehicular,SPEEDING 12 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3234,2016-06-08,19:31:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7401841,-87.0957624,FOX,69,white,female,db35a291c6,vehicular,SPEEDING 13 MPH OVER LIMIT,FALSE,TRUE,citation,KY,WHITE
3235,2016-06-08,19:55:00,"3000 BLOCK BURLEW BLVD, OWENSBORO, KY, 42303",37.7400683,-87.0959277,FOX,54,white,male,db35a291c6,vehicular,SPEEDING 10 MPH OVER LIMIT; FAILURE TO OR IMPROPER SIGL; FAILURE TO PRODUCE INSURANCE CARD; NO REGISTRATION RECEIPT,FALSE,TRUE,citation,KY,WHITE
3236,2016-06-09,08:23:00,"4500 BLOCK FREDERICA ST, OWENSBORO, KY, 42301",37.7247407,-87.1237342,ECHO,44,black,female,db35a291c6,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
3237,2016-05-13,08:20:00,"300 J R MILLER BLVD, OWENSBORO, KY, 42303",37.7734954,-87.1090168,BRAVO,31,white,female,fbd0edcb1b,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3238,2016-06-03,07:20:00,"4600 FREDERICA ST, OWENSBORO, KY, 42301",37.7245412,-87.1233144,FOX,33,white,male,fbd0edcb1b,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,FL,WHITE
3239,2016-06-08,07:24:00,"400 E 18TH ST, OWENSBORO, KY, 42301",37.7590797,-87.1055274,DELTA,57,white,female,fbd0edcb1b,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
3240,2016-06-21,12:42:00,"1500 ALEXANDER AVE, OWENSBORO, KY, 42303",37.7624426,-87.0904823,DELTA,38,white,female,fbd0edcb1b,vehicular,EXCESSIVE WINDSHIELD/ WINDOW TINTING; IMPROPER DISPLAY OF REGISTRATION PLATES; TRAF IN MARIJUA ( LESS THAN 8 OZ.) 1ST OFF,FALSE,TRUE,citation,KY,WHITE
3241,2016-05-17,16:15:00,"2800 KY54, ORANGEBURG, SC, 29115",37.7567952,-87.068559,DELTA,37,white,female,295efe66a1,vehicular,"FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,SC,WHITE
3242,2016-05-26,22:19:00,"W 2ND ST AND ELM, OWENSBORO, KY, 42301",37.7746253,-87.1178363,BRAVO,17,black,male,295efe66a1,vehicular,OPERATING ON SUS OR REV OPER LICENSE; LEAVING SCENE OF ACCIDENT-FAILURE TO RENDER AID OR ASSISTANCE,FALSE,TRUE,citation,KY,BLACK
3243,2016-06-10,17:30:00,"FREDERICA ST AND STANDISH, HAWESVILLE, KY, 42348",37.7458281,-87.1149461,CHARLIE,26,white,male,295efe66a1,vehicular,"FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
3244,2016-06-12,14:45:00,"NEW HARTFORD RD AND VEACH, BEAVER DAM, KY, 42320",37.7212733,-87.0816203,FOX,25,white,male,295efe66a1,vehicular,"LEAVING SCENE OF ACCIDENT-FAILURE TO RENDER AID OR ASSISTANCE; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
3245,2016-05-17,01:44:00,"W 9TH ST AND WALNUT ST, WINGATE, NC, 28174",37.7671168,-87.1195669,ALPHA,38,white,male,13933dda9a,vehicular,FAILURE TO OR IMPROPER SIGL; FAILURE TO WEAR SEAT BELTS; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LI; OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO PRODUCE INSURANCE CARD,TRUE,TRUE,arrest,NC,WHITE
3246,2016-05-30,00:10:00,"J R MILLER BLVD, CARBONDALE, IL, 62901",37.7729696,-87.1087321,BRAVO,22,white,male,13933dda9a,vehicular,"FAILURE TO WEAR SEAT BELTS; NO OPERATORS-MOPED LICENSE; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF; OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF",TRUE,TRUE,arrest,IL,WHITE
